order_id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_address,ship_city,ship_region,ship_postal_code,ship_country,_sdc_extracted_at,_sdc_received_at,_sdc_batched_at,_sdc_deleted_at,_sdc_sequence,_sdc_table_version,_sdc_sync_started_at,product_id,unit_price,quantity,discount
10473,ISLAT,1,1997-03-13,1997-03-27,1997-03-21,3,16.37,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,2025-01-27 19:21:04.180919,2025-01-27 19:21:06.084635,2025-01-27 19:21:06.033012,,1738005666085,,1738005664951,71,17.2,12,0
10474,PERIC,5,1997-03-13,1997-04-10,1997-03-21,2,83.49,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,2025-01-27 19:21:04.181027,2025-01-27 19:21:06.084842,2025-01-27 19:21:06.033012,,1738005666085,,1738005664951,75,6.2,10,0
10475,SUPRD,9,1997-03-14,1997-04-11,1997-04-04,1,68.52,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,2025-01-27 19:21:04.181135,2025-01-27 19:21:06.085048,2025-01-27 19:21:06.033012,,1738005666085,,1738005664951,76,14.4,42,0.15
10476,HILAA,8,1997-03-17,1997-04-14,1997-03-24,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,2025-01-27 19:21:04.181240,2025-01-27 19:21:06.085262,2025-01-27 19:21:06.033012,,1738005666085,,1738005664951,70,12,12,0
10477,PRINI,5,1997-03-17,1997-04-14,1997-03-25,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal,2025-01-27 19:21:04.181355,2025-01-27 19:21:06.085515,2025-01-27 19:21:06.033012,,1738005666086,,1738005664951,39,14.4,20,0.25
10478,VICTE,2,1997-03-18,1997-04-01,1997-03-26,3,4.81,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,2025-01-27 19:21:04.181462,2025-01-27 19:21:06.085726,2025-01-27 19:21:06.033012,,1738005666086,,1738005664951,10,24.8,20,0.05
10479,RATTC,3,1997-03-19,1997-04-16,1997-03-21,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,2025-01-27 19:21:04.181572,2025-01-27 19:21:06.086004,2025-01-27 19:21:06.033012,,1738005666086,,1738005664951,64,26.6,30,0
10480,FOLIG,6,1997-03-20,1997-04-17,1997-03-24,2,1.35,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France,2025-01-27 19:21:04.181680,2025-01-27 19:21:06.086228,2025-01-27 19:21:06.033012,,1738005666086,,1738005664951,59,44,12,0
10481,RICAR,8,1997-03-20,1997-04-17,1997-03-25,2,64.33,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,2025-01-27 19:21:04.181790,2025-01-27 19:21:06.086481,2025-01-27 19:21:06.033012,,1738005666086,,1738005664951,60,27.2,40,0
10482,LAZYK,1,1997-03-21,1997-04-18,1997-04-10,3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA,2025-01-27 19:21:04.181864,2025-01-27 19:21:06.086701,2025-01-27 19:21:06.033012,,1738005666087,,1738005664951,40,14.7,10,0
10483,WHITC,7,1997-03-24,1997-04-21,1997-04-25,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,2025-01-27 19:21:04.181965,2025-01-27 19:21:06.086908,2025-01-27 19:21:06.033012,,1738005666087,,1738005664951,77,10.4,30,0.05
10484,BSBEV,3,1997-03-24,1997-04-21,1997-04-01,3,6.88,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,2025-01-27 19:21:04.182121,2025-01-27 19:21:06.087115,2025-01-27 19:21:06.033012,,1738005666087,,1738005664951,51,42.4,3,0
10485,LINOD,4,1997-03-25,1997-04-08,1997-03-31,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,2025-01-27 19:21:04.182245,2025-01-27 19:21:06.087360,2025-01-27 19:21:06.033012,,1738005666087,,1738005664951,70,12,60,0.1
10486,HILAA,1,1997-03-26,1997-04-23,1997-04-02,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,2025-01-27 19:21:04.182357,2025-01-27 19:21:06.087578,2025-01-27 19:21:06.033012,,1738005666088,,1738005664951,74,8,16,0
10487,QUEEN,2,1997-03-26,1997-04-23,1997-03-28,2,71.07,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,2025-01-27 19:21:04.182465,2025-01-27 19:21:06.087788,2025-01-27 19:21:06.033012,,1738005666088,,1738005664951,54,5.9,24,0.25
10488,FRANK,8,1997-03-27,1997-04-24,1997-04-02,2,4.93,Frankenversand,Berliner Platz 43,München,,80805,Germany,2025-01-27 19:21:04.182572,2025-01-27 19:21:06.087997,2025-01-27 19:21:06.033012,,1738005666088,,1738005664951,73,12,20,0.2
10489,PICCO,6,1997-03-28,1997-04-25,1997-04-09,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,2025-01-27 19:21:04.182678,2025-01-27 19:21:06.088205,2025-01-27 19:21:06.033012,,1738005666088,,1738005664951,16,13.9,18,0
10490,HILAA,7,1997-03-31,1997-04-28,1997-04-03,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,2025-01-27 19:21:04.182785,2025-01-27 19:21:06.088462,2025-01-27 19:21:06.033012,,1738005666088,,1738005664951,75,6.2,36,0
10491,FURIB,8,1997-03-31,1997-04-28,1997-04-08,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,2025-01-27 19:21:04.182893,2025-01-27 19:21:06.088678,2025-01-27 19:21:06.033012,,1738005666089,,1738005664951,77,10.4,7,0.15
10492,BOTTM,3,1997-04-01,1997-04-29,1997-04-11,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,2025-01-27 19:21:04.183001,2025-01-27 19:21:06.088887,2025-01-27 19:21:06.033012,,1738005666089,,1738005664951,42,11.2,20,0.05
10493,LAMAI,4,1997-04-02,1997-04-30,1997-04-10,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,2025-01-27 19:21:04.183126,2025-01-27 19:21:06.089092,2025-01-27 19:21:06.033012,,1738005666089,,1738005664951,69,28.8,10,0.1
10494,COMMI,4,1997-04-02,1997-04-30,1997-04-09,2,65.99,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil,2025-01-27 19:21:04.183237,2025-01-27 19:21:06.089328,2025-01-27 19:21:06.033012,,1738005666089,,1738005664951,56,30.4,30,0
10495,LAUGB,3,1997-04-03,1997-05-01,1997-04-11,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,2025-01-27 19:21:04.183348,2025-01-27 19:21:06.089636,2025-01-27 19:21:06.033012,,1738005666090,,1738005664951,77,10.4,5,0
10496,TRADH,7,1997-04-04,1997-05-02,1997-04-07,2,46.77,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil,2025-01-27 19:21:04.183454,2025-01-27 19:21:06.089852,2025-01-27 19:21:06.033012,,1738005666090,,1738005664951,31,10,20,0.05
10497,LEHMS,7,1997-04-04,1997-05-02,1997-04-07,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,2025-01-27 19:21:04.183561,2025-01-27 19:21:06.090093,2025-01-27 19:21:06.033012,,1738005666090,,1738005664951,77,10.4,25,0
10498,HILAA,8,1997-04-07,1997-05-05,1997-04-11,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,2025-01-27 19:21:04.183636,2025-01-27 19:21:06.090338,2025-01-27 19:21:06.033012,,1738005666090,,1738005664951,42,14,30,0
10499,LILAS,4,1997-04-08,1997-05-06,1997-04-16,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,2025-01-27 19:21:04.183736,2025-01-27 19:21:06.090571,2025-01-27 19:21:06.033012,,1738005666091,,1738005664951,49,20,25,0
10500,LAMAI,6,1997-04-09,1997-05-07,1997-04-17,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,2025-01-27 19:21:04.183843,2025-01-27 19:21:06.090780,2025-01-27 19:21:06.033012,,1738005666091,,1738005664951,28,45.6,8,0.05
10501,BLAUS,9,1997-04-09,1997-05-07,1997-04-16,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,2025-01-27 19:21:04.183950,2025-01-27 19:21:06.090989,2025-01-27 19:21:06.033012,,1738005666091,,1738005664951,54,7.45,20,0
10502,PERIC,2,1997-04-10,1997-05-08,1997-04-29,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico,2025-01-27 19:21:04.184073,2025-01-27 19:21:06.091195,2025-01-27 19:21:06.033012,,1738005666091,,1738005664951,67,14,30,0
10503,HUNGO,6,1997-04-11,1997-05-09,1997-04-16,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,2025-01-27 19:21:04.184186,2025-01-27 19:21:06.091450,2025-01-27 19:21:06.033012,,1738005666091,,1738005664951,65,21.05,20,0
10504,WHITC,4,1997-04-11,1997-05-09,1997-04-18,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,2025-01-27 19:21:04.184294,2025-01-27 19:21:06.091673,2025-01-27 19:21:06.033012,,1738005666092,,1738005664951,61,28.5,25,0
10505,MEREP,3,1997-04-14,1997-05-12,1997-04-21,3,7.13,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,2025-01-27 19:21:04.184403,2025-01-27 19:21:06.091883,2025-01-27 19:21:06.033012,,1738005666092,,1738005664951,62,49.3,3,0
10506,KOENE,9,1997-04-15,1997-05-13,1997-05-02,2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,2025-01-27 19:21:04.184511,2025-01-27 19:21:06.092089,2025-01-27 19:21:06.033012,,1738005666092,,1738005664951,70,15,14,0.1
10507,ANTON,7,1997-04-15,1997-05-13,1997-04-22,1,47.45,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,2025-01-27 19:21:04.184619,2025-01-27 19:21:06.092331,2025-01-27 19:21:06.033012,,1738005666092,,1738005664951,48,12.75,15,0.15
10508,OTTIK,1,1997-04-16,1997-05-14,1997-05-13,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,2025-01-27 19:21:04.184726,2025-01-27 19:21:06.092612,2025-01-27 19:21:06.033012,,1738005666093,,1738005664951,39,18,10,0
10509,BLAUS,4,1997-04-17,1997-05-15,1997-04-29,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,2025-01-27 19:21:04.184833,2025-01-27 19:21:06.092828,2025-01-27 19:21:06.033012,,1738005666093,,1738005664951,28,45.6,3,0
10510,SAVEA,6,1997-04-18,1997-05-16,1997-04-28,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,2025-01-27 19:21:04.184941,2025-01-27 19:21:06.093034,2025-01-27 19:21:06.033012,,1738005666093,,1738005664951,75,7.75,36,0.1
10511,BONAP,4,1997-04-18,1997-05-16,1997-04-21,3,350.64,Bon app',"12, rue des Bouchers",Marseille,,13008,France,2025-01-27 19:21:04.185063,2025-01-27 19:21:06.093243,2025-01-27 19:21:06.033012,,1738005666093,,1738005664951,8,40,10,0.15
10512,FAMIA,7,1997-04-21,1997-05-19,1997-04-24,2,3.53,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,2025-01-27 19:21:04.185179,2025-01-27 19:21:06.093500,2025-01-27 19:21:06.033012,,1738005666094,,1738005664951,60,34,12,0.15
10513,WANDK,7,1997-04-22,1997-06-03,1997-04-28,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,2025-01-27 19:21:04.185285,2025-01-27 19:21:06.093715,2025-01-27 19:21:06.033012,,1738005666094,,1738005664951,61,28.5,15,0.2
10514,ERNSH,3,1997-04-22,1997-05-20,1997-05-16,2,789.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,2025-01-27 19:21:04.185391,2025-01-27 19:21:06.093924,2025-01-27 19:21:06.033012,,1738005666094,,1738005664951,75,7.75,50,0
10515,QUICK,2,1997-04-23,1997-05-07,1997-05-23,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2025-01-27 19:21:04.185497,2025-01-27 19:21:06.094133,2025-01-27 19:21:06.033012,,1738005666094,,1738005664951,60,34,84,0.15
10516,HUNGO,2,1997-04-24,1997-05-22,1997-05-01,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,2025-01-27 19:21:04.185604,2025-01-27 19:21:06.094426,2025-01-27 19:21:06.033012,,1738005666094,,1738005664951,42,14,20,0
10517,NORTS,3,1997-04-24,1997-05-22,1997-04-29,3,32.07,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK,2025-01-27 19:21:04.185710,2025-01-27 19:21:06.094644,2025-01-27 19:21:06.033012,,1738005666095,,1738005664951,70,15,6,0
10518,TORTU,4,1997-04-25,1997-05-09,1997-05-05,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,2025-01-27 19:21:04.186132,2025-01-27 19:21:06.094851,2025-01-27 19:21:06.033012,,1738005666095,,1738005664951,44,19.45,9,0
10519,CHOPS,6,1997-04-28,1997-05-26,1997-05-01,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,2025-01-27 19:21:04.186255,2025-01-27 19:21:06.095060,2025-01-27 19:21:06.033012,,1738005666095,,1738005664951,60,34,10,0.05
10520,SANTG,7,1997-04-29,1997-05-27,1997-05-01,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,2025-01-27 19:21:04.186371,2025-01-27 19:21:06.095268,2025-01-27 19:21:06.033012,,1738005666095,,1738005664951,53,32.8,5,0
10521,CACTU,8,1997-04-29,1997-05-27,1997-05-02,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina,2025-01-27 19:21:04.186481,2025-01-27 19:21:06.095521,2025-01-27 19:21:06.033012,,1738005666096,,1738005664951,68,12.5,6,0
10522,LEHMS,4,1997-04-30,1997-05-28,1997-05-06,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,2025-01-27 19:21:04.186592,2025-01-27 19:21:06.095735,2025-01-27 19:21:06.033012,,1738005666096,,1738005664951,40,18.4,25,0.2
10523,SEVES,7,1997-05-01,1997-05-29,1997-05-30,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,2025-01-27 19:21:04.186701,2025-01-27 19:21:06.095943,2025-01-27 19:21:06.033012,,1738005666096,,1738005664951,41,9.65,6,0.1
10524,BERGS,1,1997-05-01,1997-05-29,1997-05-07,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,2025-01-27 19:21:04.186812,2025-01-27 19:21:06.096153,2025-01-27 19:21:06.033012,,1738005666096,,1738005664951,54,7.45,15,0
10525,BONAP,1,1997-05-02,1997-05-30,1997-05-23,2,11.06,Bon app',"12, rue des Bouchers",Marseille,,13008,France,2025-01-27 19:21:04.186921,2025-01-27 19:21:06.096429,2025-01-27 19:21:06.033012,,1738005666096,,1738005664951,40,18.4,15,0.1
10526,WARTH,4,1997-05-05,1997-06-02,1997-05-15,2,58.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,2025-01-27 19:21:04.187030,2025-01-27 19:21:06.096658,2025-01-27 19:21:06.033012,,1738005666097,,1738005664951,56,38,30,0.15
10527,QUICK,7,1997-05-05,1997-06-02,1997-05-07,1,41.9,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2025-01-27 19:21:04.187194,2025-01-27 19:21:06.096868,2025-01-27 19:21:06.033012,,1738005666097,,1738005664951,36,19,30,0.1
10528,GREAL,6,1997-05-06,1997-05-20,1997-05-09,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,2025-01-27 19:21:04.187303,2025-01-27 19:21:06.097077,2025-01-27 19:21:06.033012,,1738005666097,,1738005664951,72,34.8,9,0
10529,MAISD,5,1997-05-07,1997-06-04,1997-05-09,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,2025-01-27 19:21:04.187411,2025-01-27 19:21:06.097320,2025-01-27 19:21:06.033012,,1738005666097,,1738005664951,69,36,10,0
10530,PICCO,3,1997-05-08,1997-06-05,1997-05-12,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,2025-01-27 19:21:04.187519,2025-01-27 19:21:06.097554,2025-01-27 19:21:06.033012,,1738005666098,,1738005664951,76,18,50,0
10531,OCEAN,7,1997-05-08,1997-06-05,1997-05-19,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina,2025-01-27 19:21:04.187628,2025-01-27 19:21:06.097763,2025-01-27 19:21:06.033012,,1738005666098,,1738005664951,59,55,2,0
10532,EASTC,7,1997-05-09,1997-06-06,1997-05-12,3,74.46,Eastern Connection,35 King George,London,,WX3 6FW,UK,2025-01-27 19:21:04.187735,2025-01-27 19:21:06.097971,2025-01-27 19:21:06.033012,,1738005666098,,1738005664951,66,17,24,0
10533,FOLKO,8,1997-05-12,1997-06-09,1997-05-22,1,188.04,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,2025-01-27 19:21:04.187847,2025-01-27 19:21:06.098178,2025-01-27 19:21:06.033012,,1738005666098,,1738005664951,73,15,24,0.05
10534,LEHMS,8,1997-05-12,1997-06-09,1997-05-14,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,2025-01-27 19:21:04.187953,2025-01-27 19:21:06.098431,2025-01-27 19:21:06.033012,,1738005666098,,1738005664951,54,7.45,10,0.2
10535,ANTON,4,1997-05-13,1997-06-10,1997-05-21,1,15.64,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico,2025-01-27 19:21:04.188080,2025-01-27 19:21:06.098682,2025-01-27 19:21:06.033012,,1738005666099,,1738005664951,59,55,15,0.1
10536,LEHMS,3,1997-05-14,1997-06-11,1997-06-06,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,2025-01-27 19:21:04.188194,2025-01-27 19:21:06.098890,2025-01-27 19:21:06.033012,,1738005666099,,1738005664951,60,34,35,0.25
10537,RICSU,1,1997-05-14,1997-05-28,1997-05-19,1,78.85,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,2025-01-27 19:21:04.188304,2025-01-27 19:21:06.099097,2025-01-27 19:21:06.033012,,1738005666099,,1738005664951,73,15,9,0
10538,BSBEV,9,1997-05-15,1997-06-12,1997-05-16,3,4.87,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,2025-01-27 19:21:04.188412,2025-01-27 19:21:06.099338,2025-01-27 19:21:06.033012,,1738005666099,,1738005664951,72,34.8,1,0
10539,BSBEV,6,1997-05-16,1997-06-13,1997-05-23,3,12.36,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK,2025-01-27 19:21:04.188520,2025-01-27 19:21:06.099631,2025-01-27 19:21:06.033012,,1738005666100,,1738005664951,49,20,6,0
10540,QUICK,3,1997-05-19,1997-06-16,1997-06-13,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2025-01-27 19:21:04.188628,2025-01-27 19:21:06.099846,2025-01-27 19:21:06.033012,,1738005666100,,1738005664951,68,12.5,35,0
10541,HANAR,2,1997-05-19,1997-06-16,1997-05-29,1,68.65,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,2025-01-27 19:21:04.188736,2025-01-27 19:21:06.100056,2025-01-27 19:21:06.033012,,1738005666100,,1738005664951,71,21.5,9,0.1
10542,KOENE,1,1997-05-20,1997-06-17,1997-05-26,3,10.95,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,2025-01-27 19:21:04.188846,2025-01-27 19:21:06.100262,2025-01-27 19:21:06.033012,,1738005666100,,1738005664951,54,7.45,24,0.05
10543,LILAS,8,1997-05-21,1997-06-18,1997-05-23,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,2025-01-27 19:21:04.188955,2025-01-27 19:21:06.100519,2025-01-27 19:21:06.033012,,1738005666101,,1738005664951,23,9,70,0.15
10544,LONEP,4,1997-05-21,1997-06-18,1997-05-30,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,2025-01-27 19:21:04.189085,2025-01-27 19:21:06.100733,2025-01-27 19:21:06.033012,,1738005666101,,1738005664951,67,14,7,0
10545,LAZYK,8,1997-05-22,1997-06-19,1997-06-26,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA,2025-01-27 19:21:04.189198,2025-01-27 19:21:06.100939,2025-01-27 19:21:06.033012,,1738005666101,,1738005664951,11,21,10,0
10546,VICTE,1,1997-05-23,1997-06-20,1997-05-27,3,194.72,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,2025-01-27 19:21:04.189306,2025-01-27 19:21:06.101148,2025-01-27 19:21:06.033012,,1738005666101,,1738005664951,62,49.3,40,0
10547,SEVES,3,1997-05-23,1997-06-20,1997-06-02,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,2025-01-27 19:21:04.189414,2025-01-27 19:21:06.101405,2025-01-27 19:21:06.033012,,1738005666101,,1738005664951,36,19,60,0
10548,TOMSP,3,1997-05-26,1997-06-23,1997-06-02,2,1.43,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,2025-01-27 19:21:04.189555,2025-01-27 19:21:06.101623,2025-01-27 19:21:06.033012,,1738005666102,,1738005664951,41,9.65,14,0
10549,QUICK,5,1997-05-27,1997-06-10,1997-05-30,1,171.24,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,2025-01-27 19:21:04.189662,2025-01-27 19:21:06.101829,2025-01-27 19:21:06.033012,,1738005666102,,1738005664951,51,53,48,0.15
10550,GODOS,7,1997-05-28,1997-06-25,1997-06-06,3,4.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain,2025-01-27 19:21:04.189769,2025-01-27 19:21:06.102034,2025-01-27 19:21:06.033012,,1738005666102,,1738005664951,61,28.5,10,0.1
10551,FURIB,4,1997-05-28,1997-07-09,1997-06-06,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,2025-01-27 19:21:04.189878,2025-01-27 19:21:06.102243,2025-01-27 19:21:06.033012,,1738005666102,,1738005664951,44,19.45,40,0
10552,HILAA,2,1997-05-29,1997-06-26,1997-06-05,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,2025-01-27 19:21:04.189985,2025-01-27 19:21:06.102508,2025-01-27 19:21:06.033012,,1738005666103,,1738005664951,75,7.75,30,0
10553,WARTH,2,1997-05-30,1997-06-27,1997-06-03,2,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,2025-01-27 19:21:04.190107,2025-01-27 19:21:06.102742,2025-01-27 19:21:06.033012,,1738005666103,,1738005664951,35,18,6,0
10554,OTTIK,4,1997-05-30,1997-06-27,1997-06-05,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,2025-01-27 19:21:04.190216,2025-01-27 19:21:06.102954,2025-01-27 19:21:06.033012,,1738005666103,,1738005664951,77,13,10,0.05
10555,SAVEA,6,1997-06-02,1997-06-30,1997-06-04,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,2025-01-27 19:21:04.190324,2025-01-27 19:21:06.103165,2025-01-27 19:21:06.033012,,1738005666103,,1738005664951,56,38,40,0.2
10556,SIMOB,2,1997-06-03,1997-07-15,1997-06-13,1,9.8,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,2025-01-27 19:21:04.190433,2025-01-27 19:21:06.103423,2025-01-27 19:21:06.033012,,1738005666103,,1738005664951,72,34.8,24,0
10557,LEHMS,9,1997-06-03,1997-06-17,1997-06-06,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,2025-01-27 19:21:04.190541,2025-01-27 19:21:06.103638,2025-01-27 19:21:06.033012,,1738005666104,,1738005664951,75,7.75,20,0
10558,AROUT,1,1997-06-04,1997-07-02,1997-06-10,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,2025-01-27 19:21:04.190649,2025-01-27 19:21:06.103844,2025-01-27 19:21:06.033012,,1738005666104,,1738005664951,73,15,3,0
10559,BLONP,6,1997-06-05,1997-07-03,1997-06-13,1,8.05,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France,2025-01-27 19:21:04.190757,2025-01-27 19:21:06.104053,2025-01-27 19:21:06.033012,,1738005666104,,1738005664951,55,24,18,0.05
10560,FRANK,8,1997-06-06,1997-07-04,1997-06-09,1,36.65,Frankenversand,Berliner Platz 43,München,,80805,Germany,2025-01-27 19:21:04.190864,2025-01-27 19:21:06.104261,2025-01-27 19:21:06.033012,,1738005666104,,1738005664951,62,49.3,15,0.25
10561,FOLKO,2,1997-06-06,1997-07-04,1997-06-09,2,242.21,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,2025-01-27 19:21:04.190971,2025-01-27 19:21:06.104511,2025-01-27 19:21:06.033012,,1738005666105,,1738005664951,51,53,50,0
10562,REGGC,1,1997-06-09,1997-07-07,1997-06-12,1,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,2025-01-27 19:21:04.191096,2025-01-27 19:21:06.104725,2025-01-27 19:21:06.033012,,1738005666105,,1738005664951,62,49.3,10,0.1
10563,RICAR,2,1997-06-10,1997-07-22,1997-06-24,2,60.43,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,2025-01-27 19:21:04.191206,2025-01-27 19:21:06.104933,2025-01-27 19:21:06.033012,,1738005666105,,1738005664951,52,7,70,0
10564,RATTC,4,1997-06-10,1997-07-08,1997-06-16,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,2025-01-27 19:21:04.191313,2025-01-27 19:21:06.105142,2025-01-27 19:21:06.033012,,1738005666105,,1738005664951,55,24,25,0.05
